"geoRegion","date","pop","sumTotal","per100PersonsTotal","type","version"
"AG",2021-01-24,685845,37725,5.5,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-01-25,685845,37725,5.5,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-01-26,685845,37725,5.5,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-01-27,685845,40650,5.93,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-01-28,685845,40650,5.93,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-01-29,685845,40650,5.93,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-01-30,685845,40650,5.93,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-01-31,685845,40650,5.93,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-01,685845,40650,5.93,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-02,685845,40650,5.93,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-03,685845,41625,6.07,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-04,685845,41625,6.07,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-05,685845,41625,6.07,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-06,685845,41625,6.07,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-07,685845,60025,8.75,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-08,685845,60025,8.75,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-09,685845,60025,8.75,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-10,685845,61000,8.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-11,685845,61000,8.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-12,685845,61000,8.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-13,685845,61000,8.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-14,685845,61000,8.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-15,685845,61000,8.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-16,685845,61000,8.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-17,685845,67825,9.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-18,685845,67825,9.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-19,685845,67825,9.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-20,685845,67825,9.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AG",2021-02-21,685845,67825,9.89,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AI",2021-01-24,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AI",2021-01-25,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AI",2021-01-26,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
"AI",2021-01-27,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-02-21_18-00-00"
